id,population
6557,
6558,362.0
6560,1577.0
6562,263.0
6563,3724.0
6568,23727.0
6570,538.0
6572,29059.0
6573,626.0
6574,480.0
6575,2102.0
6577,518.0
6579,6057.0
6580,17391.0
6581,801.0
6583,133.0
6584,2394.0
6586,2222.0
6587,15038.0
6588,44953.0
6589,1756.0
6590,177.0
6591,335.0
6592,9862.0
6593,471.0
6595,1748.0
6596,613.0
6598,511.0
6599,242.0
6600,1435.0
6601,788.0
6602,872.0
6603,3704.0
6604,45468.0
6606,1879.0
6607,50.0
6608,551.0
6609,985.0
6610,67140.0
6611,875.0
6612,2625.0
6613,415.0
6617,12572.0
6620,786.0
6622,564.0
6624,2068.0
6625,22053.0
6626,283.0
6627,512.0
6628,46001.0
6629,5042.0
6630,238.0
6631,15792.0
6632,555.0
6634,366.0
6635,2133.0
6636,4405.0
6637,759.0
6638,5413.0
6639,192.0
6641,488.0
6642,18396.0
6644,2751.0
6645,237.0
6646,9276.0
6647,1097.0
6648,888.0
6649,742.0
6651,106.0
6652,209.0
6653,11967.0
6655,828.0
6656,29948.0
6657,1095.0
6658,528.0
6659,324.0
6660,11828.0
6661,596.0
6662,81.0
6663,335.0
6664,614.0
6665,693.0
6666,197.0
6669,1001.0
6671,228.0
6672,35246.0
6676,
6677,3420.0
6679,1899.0
6680,
6681,903.0
6682,127.0
6684,490.0
6685,48252.0
6686,4350.0
6687,196.0
6688,1777.0
6689,842.0
6690,842.0
6691,1235.0
6692,1063.0
6693,218.0
6694,1022.0
6695,343.0
6696,5378.0
6698,1805.0
6699,375.0
6700,597.0
6701,9326.0
6702,1129.0
6704,122.0
6707,352.0
6708,6687.0
6709,1254.0
6710,70085.0
6711,23603.0
6712,234.0
6713,6648.0
6714,803.0
6715,36372.0
6717,193.0
6718,3325.0
6719,1861.0
6720,18114.0
6723,789.0
6724,14794.0
6725,636.0
6726,2055.0
6729,331.0
6730,515.0
6731,333.0
6732,347.0
6737,51969.0
6739,1772.0
6740,1896.0
6741,6112.0
6742,518.0
6744,6728.0
6745,1146.0
6747,
6748,1354.0
6750,674.0
6751,100.0
6752,1184.0
6753,414.0
6754,434.0
6755,2142.0
6756,2463.0
6757,1624.0
6758,3289.0
6759,1262.0
6762,1284.0
6763,1162.0
6764,930.0
6765,3677.0
6766,659.0
6767,
6769,735.0
6770,209.0
6771,4253.0
6772,701.0
6773,456.0
6774,11417.0
6775,2383.0
6776,1015.0
6777,217.0
6778,2928.0
6779,27631.0
6780,476.0
6781,10033.0
6783,166.0
6784,36828.0
6785,4858.0
6786,6223.0
6787,1045.0
6790,8644.0
6793,1353.0
6794,1185.0
6795,5859.0
6796,533.0
6797,425.0
6798,36812.0
6799,803.0
6800,221.0
6801,2304.0
6802,926.0
6803,479.0
6804,1722.0
6805,6218.0
6806,2270.0
6807,2607.0
6810,
6811,725.0
6814,1653.0
6815,861.0
6816,6341.0
6817,358.0
6818,1094.0
6819,157.0
6820,6319.0
6822,415.0
6824,2481.0
6825,254.0
6826,29243.0
6827,277.0
6830,6747.0
6831,1029.0
6832,6128.0
6833,866.0
6834,17503.0
6837,607.0
6838,1252.0
6840,19191.0
6842,2665.0
6843,658.0
6844,830.0
6845,756.0
6847,83.0
6848,915.0
6852,293.0
6853,101168.0
6856,1751.0
6858,2217.0
6859,890.0
6862,149.0
6863,207.0
6866,534.0
6867,316.0
6868,198.0
6869,222.0
6870,4249.0
6871,399.0
6872,967.0
6873,1049.0
6874,981.0
6875,1229.0
6876,
6877,2810.0
6880,
6881,279.0
6882,60785.0
6883,5106.0
6884,1153.0
6886,1101.0
6889,385.0
6891,
6892,310.0
6893,362.0
6894,3845.0
6897,31730.0
6899,864.0
6900,2180.0
6902,318.0
6903,2113.0
6904,1683.0
6905,18423.0
6906,10666.0
6907,1758.0
6909,2144.0
6910,105.0
6911,1049.0
6912,1048.0
6913,1239.0
6915,13559.0
6916,11509.0
6917,2242.0
6918,420.0
6919,574.0
6920,676.0
6921,30068.0
6922,29596.0
6923,723.0
6926,1379.0
6927,2236.0
6928,5853.0
6929,853.0
6930,480.0
6932,4169.0
6934,4997.0
6935,449.0
6938,1898.0
6939,2490.0
6940,4935.0
6943,263.0
6944,4908.0
6945,864.0
6946,1001.0
6947,998.0
6948,1520.0
6949,1463.0
6951,139.0
6952,600.0
6953,14160.0
6954,1589.0
6955,83.0
6956,781.0
6957,3682.0
6958,845.0
6959,638.0
6960,567.0
6961,1486.0
6962,
6963,3766.0
6964,505.0
6965,673.0
6966,787.0
6967,175.0
6968,5560.0
6969,432.0
6970,501.0
6971,1029.0
6972,1883.0
6973,266.0
6974,1216.0
6975,14541.0
6976,196.0
6978,58965.0
6979,5533.0
6981,103.0
6982,434.0
6983,972.0
6984,45582.0
6985,565.0
6986,1128.0
6987,484.0
6988,131.0
6989,74.0
6990,108.0
6991,100.0
6992,429.0
6993,926.0
6994,1126.0
6995,206.0
6997,458.0
6998,40.0
6999,311.0
7001,1670.0
7002,7112.0
7003,322.0
7004,2176.0
7005,1036.0
7006,185.0
7007,1506.0
7008,143.0
7009,561.0
7010,303.0
7011,109.0
7012,732.0
7014,
7015,191.0
7018,499.0
7019,713.0
7020,1101.0
7021,471.0
7022,494.0
7024,191.0
7025,48.0
7027,1440.0
7028,2534.0
7029,2191.0
7030,2376.0
7031,405.0
7033,41.0
7035,112.0
7037,33217.0
7038,63.0
7039,448.0
7040,215.0
7041,296.0
7042,38.0
7043,224.0
7044,192.0
7045,2640.0
7046,1452.0
7047,302.0
7049,433.0
7050,3860.0
7051,12661.0
7052,129.0
7053,195.0
7054,707.0
7055,159.0
7057,86.0
7058,309.0
7059,128.0
7060,483.0
7061,182.0
7062,652.0
7063,160.0
7064,2069.0
7065,322.0
7066,1468.0
7067,151.0
7068,108.0
7070,1270.0
7071,905.0
7073,25663.0
7075,533.0
7076,422.0
7077,439.0
7079,376.0
7080,978.0
7081,170.0
7082,4448.0
7083,827.0
7084,222.0
7085,34.0
7086,3876.0
7087,109.0
7088,10103.0
7089,812.0
7090,3785.0
7091,2159.0
7092,426.0
7093,173.0
7094,147.0
7095,39260.0
7096,126326.0
7098,2421.0
7099,5528.0
7100,
7103,4321.0
7104,
7105,394.0
7106,502.0
7107,79.0
7108,267.0
7109,5253.0
7110,127.0
7111,97.0
7112,386.0
7113,357.0
7114,146.0
7115,974.0
7116,5572.0
7117,2850.0
7118,1439.0
7119,43.0
7120,363.0
7121,7777.0
7122,240.0
7123,148.0
7124,632.0
7126,26885.0
7127,80.0
7128,15447.0
7129,213.0
7132,658.0
7133,193.0
7134,404.0
7135,2093.0
7136,214.0
7137,495.0
7138,876.0
7139,
7140,1899.0
7141,73.0
7142,432.0
7143,1108.0
7146,1305.0
7148,18907.0
7150,1635.0
7151,821.0
7152,309.0
7153,1585.0
7155,281.0
7156,62230.0
7157,89.0
7158,264.0
7159,617.0
7160,3868.0
7161,7834.0
7162,107.0
7163,250.0
7164,262.0
7165,351.0
7166,58.0
7167,220.0
7168,88.0
7169,
7170,1623.0
7171,71.0
7172,348.0
7173,934.0
7174,99685.0
7175,
7176,131.0
7177,837.0
7178,
7179,8127.0
7180,266.0
7181,279.0
7182,284.0
7183,159.0
7184,460.0
7185,525.0
7186,264.0
7188,328.0
7189,8298.0
7191,1780.0
7192,115.0
7193,203433.0
7194,1050.0
7195,5322.0
7196,611.0
7197,330.0
7198,185.0
7199,1209.0
7200,247.0
7201,66.0
7202,346.0
7203,912.0
7204,577.0
7206,58.0
7207,
7208,538.0
7209,184.0
7210,57637.0
7211,637.0
7213,410.0
7214,174.0
7215,852.0
7216,1042.0
7217,22.0
7218,1832.0
7219,4058.0
7220,1379.0
7221,3583.0
7222,1450.0
7223,437.0
7224,812.0
7225,557.0
7228,1024.0
7229,864.0
7230,196.0
7231,927.0
7232,2732.0
7233,5651.0
7234,683.0
7235,1273.0
7236,683.0
7237,662.0
7238,37.0
7240,350.0
7241,43.0
7242,531.0
7243,546.0
7244,1776.0
7245,438.0
7246,3904.0
7247,1860.0
7248,798.0
7249,6360.0
7250,4751.0
7251,603.0
7252,840.0
7253,160.0
7254,1113.0
7255,2123.0
7256,9464.0
7257,1537.0
7258,302.0
7259,664.0
7260,371.0
7261,485.0
7262,1338.0
7263,279.0
7264,126.0
7265,370.0
7266,138.0
7267,335.0
7268,631.0
7269,672.0
7270,
7271,349.0
7272,25206.0
7273,11051.0
7274,231.0
7275,143.0
7277,931.0
7278,183.0
7280,743.0
7281,977.0
7282,32.0
7283,434.0
7284,88.0
7286,211.0
7287,745.0
7288,3129.0
7289,371.0
7290,527.0
7291,165.0
7292,1080.0
7293,61.0
7294,1082.0
7295,712.0
7296,49.0
7297,509.0
7298,
7299,945.0
7300,5269.0
7301,1146.0
7302,635.0
7303,139.0
7304,240.0
7305,1037.0
7306,844.0
7307,79.0
7308,252.0
7309,824.0
7310,642.0
7311,236.0
7312,556.0
7313,1244.0
7314,92.0
7315,312.0
7316,188.0
7317,63.0
7318,256.0
7319,1130.0
7320,1982.0
7322,75.0
7323,8246.0
7324,9218.0
7325,1036.0
7326,2706.0
7327,94.0
7328,63.0
7329,1569.0
7330,1919.0
7331,246.0
7332,1187.0
7333,130.0
7334,4461.0
7335,196.0
7337,303.0
7338,47.0
7339,5106.0
7340,114.0
7341,328.0
7342,170.0
7343,771.0
7344,1672.0
7345,86.0
7346,235.0
7347,152.0
7348,138.0
7349,173.0
7350,2546.0
7351,449.0
7352,50.0
7354,823.0
7355,764.0
7356,185.0
7358,7024.0
7360,703.0
7361,180.0
7362,928.0
7363,282.0
7364,1396.0
7365,374.0
7367,628.0
7368,225.0
7369,698.0
7370,146.0
7371,845.0
7372,2282.0
7373,2175.0
7374,4690.0
7375,494.0
7377,3317.0
7378,2142.0
7379,72.0
7380,5966.0
7381,14782.0
7382,814.0
7383,291.0
7384,
7385,5238.0
7386,609.0
7388,341.0
7391,224.0
7392,930.0
7393,4345.0
7394,2520.0
7396,17278.0
7397,222.0
7398,41.0
7399,2363.0
7400,199.0
7401,652.0
7402,315.0
7403,309.0
7404,599.0
7405,266.0
7407,10780.0
7409,1006.0
7410,1009.0
7411,246.0
7412,622.0
7413,322.0
7414,1411.0
7416,64.0
7417,167.0
7418,279.0
7419,507.0
7420,60.0
7421,7313.0
7422,361.0
7423,283.0
7424,
7425,2100.0
7426,1105.0
7428,1142.0
7429,255.0
7431,2324.0
7432,461.0
7433,260.0
7434,121.0
7435,999.0
7436,
7437,866.0
7438,132.0
7439,507.0
7440,239.0
7441,1258.0
7442,439.0
7443,908.0
7445,3765.0
7446,130.0
7447,938.0
7448,416.0
7449,162.0
7450,289.0
7451,9826.0
7452,1407.0
7453,1977.0
7455,294.0
7456,384.0
7457,433.0
7458,315.0
7459,180.0
7460,505.0
7461,162.0
7462,199.0
7463,217.0
7464,154.0
7465,2152.0
7466,301.0
7468,459.0
7469,170.0
7470,384.0
7471,268.0
7472,1534.0
7473,368.0
7474,146.0
7475,1300.0
7476,808.0
7477,360.0
7478,446.0
7480,538.0
7481,789.0
7482,288.0
7483,269.0
7484,216.0
7485,122.0
7486,261.0
7487,240.0
7488,96.0
7489,379.0
7490,315.0
7494,246.0
7497,113.0
7498,2543.0
7499,183.0
7501,287.0
7502,274.0
7504,1142.0
7505,5179.0
7506,776.0
7507,1323.0
7508,1500.0
7509,1690.0
7510,1224.0
7511,6141.0
7512,237.0
7513,307.0
7514,1117.0
7515,2528.0
7516,34768.0
7517,120.0
7518,375.0
7519,255.0
7520,465.0
7521,112.0
7523,
7524,127.0
7525,355.0
7526,87.0
7527,275.0
7528,920.0
7529,518.0
7531,1146.0
7532,1560.0
7533,830.0
7535,112.0
7536,214.0
7537,353.0
7538,159.0
7539,755.0
7540,256.0
7543,445.0
7544,2898.0
7546,159.0
7547,45.0
7548,775.0
7549,443.0
7550,365.0
7551,599.0
7553,302.0
7554,2838.0
7555,138.0
7556,2254.0
7557,283.0
7559,402.0
7560,153.0
7561,1549.0
7562,1830.0
7563,1462.0
7564,3796.0
7565,249.0
7566,898.0
7567,226.0
7568,169.0
7569,665.0
7570,115.0
7571,836.0
7572,94.0
7573,605.0
7574,150.0
7575,1691.0
7576,8668.0
7578,107.0
7579,4506.0
7580,1618.0
7581,756.0
7582,22886.0
7583,425.0
7584,1663.0
7585,85.0
7586,842.0
7587,6798.0
7588,522.0
7589,876.0
7590,875.0
7591,3571.0
7592,516.0
7594,137.0
7595,1897.0
7596,415.0
7597,228.0
7598,1293.0
7599,15254.0
7600,407.0
7601,489.0
7602,374.0
7603,114.0
7604,1431.0
7605,58.0
7606,121.0
7607,1041.0
7608,13374.0
7609,117.0
7610,1989.0
7611,8945.0
7612,545.0
7614,1527.0
7616,173.0
7617,490.0
7618,1013.0
7619,6415.0
7620,2044.0
7621,807.0
7622,229.0
7623,698.0
7624,215.0
7625,2998.0
7626,197.0
7627,
7628,71.0
7629,408.0
7631,3619.0
7632,4929.0
7633,11463.0
7634,845.0
7636,542.0
7637,108.0
7639,55.0
7640,25023.0
7642,807.0
7643,496.0
7644,103.0
7645,471.0
7646,204.0
7647,165.0
7648,1026.0
7649,221.0
7650,1124.0
7652,1870.0
7654,193.0
7655,236.0
7656,130.0
7657,1056.0
7658,10352.0
7659,1377.0
7661,7702.0
7662,319.0
7663,334.0
7664,366.0
7665,173.0
7667,251.0
7668,436.0
7669,70.0
7673,1694.0
7674,77.0
7675,382.0
7676,1789.0
7677,
7678,662.0
7679,79.0
7681,195.0
7682,2227.0
7683,178.0
7684,
7685,257.0
7686,1012.0
7687,909.0
7688,886.0
7689,
7690,283.0
7691,260.0
7692,554.0
7693,319.0
7694,545.0
7695,225.0
7696,79.0
7697,68.0
7698,173.0
7699,168.0
7701,788.0
7702,808.0
7703,152.0
7704,82.0
7705,835.0
7706,5742.0
7707,1664.0
7708,203.0
7709,1663.0
7710,242.0
7711,305.0
7712,785.0
7713,584.0
7715,145.0
7716,315.0
7717,52.0
7718,422.0
7719,292.0
7721,993.0
7723,304.0
7724,3142.0
7726,155.0
7727,860.0
7728,2549.0
7729,3354.0
7730,1039.0
7731,1039.0
7733,60.0
7734,1284.0
7735,584.0
7736,117.0
7737,168.0
7740,158.0
7741,264.0
7742,446.0
7743,369.0
7744,507.0
7745,554.0
7746,737.0
7747,126.0
7748,361.0
7749,576.0
7750,
7752,383.0
7753,363.0
7754,1404.0
7757,72.0
7758,772.0
7759,882.0
7760,557.0
7761,148.0
7762,4227.0
7764,701.0
7765,191.0
7766,
7767,89.0
7768,1172.0
7769,641.0
7770,319.0
7771,5188.0
7772,1296.0
7773,983.0
7774,5150.0
7775,177.0
7777,2798.0
7778,1138.0
7779,2059.0
7780,
7781,7048.0
7782,
7783,775.0
7784,1489.0
7785,973.0
7786,224.0
7787,174.0
7788,2037.0
7789,113.0
7791,212.0
7792,11233.0
7793,367.0
7794,4840.0
7795,81.0
7796,144.0
7798,1074.0
7799,494.0
7800,422.0
7801,125.0
7802,689.0
7803,684.0
7804,1468.0
7805,310.0
7806,296.0
7807,197.0
7809,10600.0
7810,
7811,224.0
7812,743.0
7813,1279.0
7814,78.0
7815,1648.0
7816,821.0
7817,2028.0
7818,130.0
7819,649.0
7820,165.0
7821,72.0
7822,
7823,879.0
7824,1040.0
7825,2877.0
7826,362.0
7827,68.0
7828,367.0
7829,59.0
7830,502.0
7831,186.0
7832,67.0
7833,422.0
7834,229.0
7835,1947.0
7836,184.0
7837,3221.0
7838,476.0
7840,2341.0
7842,1703.0
7843,919.0
7844,1313.0
7845,81.0
7846,485.0
7847,68.0
7848,47.0
7849,917.0
7850,397.0
7851,102.0
7853,487.0
7854,1458.0
7855,39463.0
7856,374.0
7857,436.0
7859,682.0
7860,1016.0
7861,230.0
7862,71.0
7863,717.0
7864,893.0
7865,1252.0
7866,174.0
7867,50.0
7868,5257.0
7869,208.0
7870,262.0
7872,1629.0
7873,1463.0
7874,791.0
7875,197.0
7876,819.0
7877,785.0
7878,2067.0
7880,7266.0
7881,248.0
7882,68406.0
7883,144.0
7885,257.0
7886,13790.0
7887,3897.0
7888,9874.0
7889,966.0
7890,141.0
7891,88.0
7892,88.0
7893,125.0
7894,1408.0
7895,707.0
7896,165.0
7897,390.0
7899,785.0
7900,2322.0
7901,2968.0
7902,146.0
7903,56609.0
7904,132.0
7905,211.0
7906,3736.0
7909,127.0
7910,966.0
7911,299.0
7912,2486.0
7914,646.0
7915,764.0
7916,762.0
7917,504.0
7918,149.0
7920,344.0
7921,3068.0
7922,152.0
7923,2802.0
7925,1134.0
7926,5190.0
7927,850.0
7928,116.0
7929,229.0
7930,1459.0
7931,202.0
7932,1024.0
7933,168.0
7934,401.0
7935,515.0
7936,246.0
7938,554.0
7939,91.0
9246,
21251,
274,
5607,
7940,87.0
7941,6844.0
7943,156.0
7944,68.0
7945,267.0
7946,175.0
7947,148.0
7948,65.0
7949,177.0
7950,832.0
7951,408.0
7952,1080.0
7953,444.0
7954,103.0
7955,414.0
7956,894.0
7957,928.0
7958,11791.0
7959,2269.0
7960,310.0
7961,501.0
7962,
7963,473.0
7964,1481.0
7966,867.0
7967,413.0
7968,11021.0
7969,44.0
7970,195.0
7971,626.0
7972,1194.0
7973,1227.0
7974,9274.0
7975,60.0
7976,406.0
7978,
7979,70.0
7980,159.0
7981,80.0
7982,4613.0
7984,4238.0
7985,334.0
7986,200.0
7988,1681.0
7989,1991.0
7990,3835.0
7991,84.0
7992,205.0
7994,73.0
7995,672.0
7996,530.0
7997,880.0
7998,166.0
7999,162.0
8000,
8001,255.0
8002,275.0
8003,1019.0
8004,
8005,143.0
8006,7314.0
8007,305.0
8008,323.0
8009,262.0
8010,29.0
8011,794.0
8013,232.0
8014,1327.0
8015,95.0
8016,535.0
8017,247.0
8018,934.0
8019,2674.0
8020,228.0
8021,174.0
8022,901.0
8024,279.0
8025,35.0
8026,1068.0
8027,82.0
8028,2203.0
8029,748.0
8030,1437.0
8032,129.0
8034,
8035,14.0
8036,28.0
8037,579.0
8038,512.0
8039,9119.0
8040,1393.0
8041,477.0
8042,111.0
8043,2094.0
8044,714.0
8045,2367.0
8046,1125.0
8048,2184.0
8049,170.0
8050,645.0
8051,4334.0
8052,59.0
8053,2481.0
8054,554.0
8056,716.0
8057,83.0
8058,10295.0
8059,5387.0
8060,828.0
8061,109.0
8062,408.0
8063,3312.0
8064,1327.0
8065,5395.0
8066,1272.0
8067,95.0
8068,310.0
8069,157.0
8070,903.0
8071,2182.0
8072,285.0
8073,46.0
8074,156.0
8077,454.0
8078,132.0
8079,38.0
8080,431.0
8081,700.0
8082,169.0
8083,359.0
8084,187.0
8085,148.0
8086,22158.0
8087,5720.0
8089,278.0
8090,1038.0
8091,
8092,185.0
8093,1700.0
8094,900.0
8095,41.0
8097,112.0
8098,272.0
8101,253.0
8102,1671.0
8104,442.0
8105,4340.0
8106,546.0
8107,229.0
8108,13021.0
8110,
8111,107.0
8112,2205.0
8113,2131.0
8114,2062.0
8115,3120.0
8116,55.0
8117,77.0
8118,1224.0
8119,191.0
8120,24916.0
8121,77.0
8122,187.0
8123,855.0
8124,1150.0
8125,99.0
8126,534.0
8127,6136.0
8128,2633.0
8129,284.0
8130,260.0
8132,162.0
8134,465.0
8135,224.0
8136,216.0
8137,93.0
8139,8087.0
8140,590.0
8141,726.0
8144,2482.0
8145,5.0
8146,3437.0
8147,163.0
8149,3085.0
8150,126.0
8151,870.0
8152,
8153,849.0
8154,19123.0
8155,190.0
8156,3415.0
8157,564.0
8158,114.0
8159,88.0
8160,267.0
8161,185.0
8162,2789.0
8163,96.0
8164,498.0
8165,445.0
8166,4344.0
8167,539.0
8168,126.0
8169,4489.0
8170,334.0
8171,277.0
8174,15995.0
8175,302.0
8176,128.0
8177,331.0
8178,777.0
8179,216.0
8180,341.0
8181,259.0
8182,405.0
8183,104.0
8184,2085.0
8185,268.0
8187,682.0
8188,206.0
8189,172.0
8190,1473.0
8192,371.0
8193,236.0
8194,104.0
8195,1237.0
8196,133.0
8197,701.0
8198,20510.0
8199,10826.0
8200,93.0
8202,132.0
8203,2526.0
8204,129.0
8205,3709.0
8206,3172.0
8207,1012.0
8208,
8209,2993.0
8211,2706.0
8212,2094.0
8213,21.0
8214,3329.0
8215,447.0
8217,368.0
8219,1776.0
8220,687.0
8221,1201.0
8222,669.0
8223,129.0
8224,3904.0
8225,1953.0
8227,57.0
8229,42080.0
8230,9483.0
8231,306.0
8232,1377.0
8233,5704.0
8234,90.0
8235,163.0
8236,96.0
8237,867.0
8238,432.0
8239,
8240,
8241,492.0
8242,153.0
8243,
8244,1909.0
8245,473.0
8246,122.0
8247,3177.0
8248,1457.0
8249,1026.0
8251,171.0
8252,459.0
8253,78.0
8254,1342.0
8255,1149.0
8256,578.0
8258,2216.0
8259,298.0
8260,225.0
8262,11265.0
8263,4054.0
8264,139.0
8266,87643.0
8267,35251.0
8269,218.0
8270,940.0
8271,625.0
8272,175.0
8274,250.0
8275,704.0
8276,48.0
8277,449.0
8278,1534.0
8281,451.0
8282,20525.0
8283,123.0
8284,103.0
8285,203.0
8286,3458.0
8287,410.0
8288,375.0
8289,557.0
8290,589.0
8292,79.0
8293,134.0
8294,348.0
8295,138.0
8296,70.0
8297,4315.0
8298,188.0
8300,393.0
8301,194.0
8302,1052.0
8303,3739.0
8308,549.0
8310,13155.0
8311,701.0
8312,83.0
8313,3420.0
8315,52281.0
8316,869.0
8317,171.0
8318,620.0
8319,84.0
8321,1927.0
8322,641.0
8323,3294.0
8324,47.0
8325,341.0
8326,113.0
8327,1721.0
8328,2009.0
8329,385.0
8331,813.0
8333,82.0
8335,530.0
8337,539.0
8338,2032.0
8339,745.0
8340,9323.0
8342,371.0
8343,966.0
8344,558.0
8345,192.0
8346,154.0
8347,230.0
8348,155.0
8349,310.0
8350,
8351,1737.0
8352,407.0
8353,813.0
8354,520.0
8355,255.0
8356,6111.0
8357,100.0
8359,176.0
8360,94.0
8361,64.0
8362,335.0
8363,2486.0
8364,141.0
8365,265.0
8366,
8367,143.0
8368,56.0
8369,126.0
8371,19132.0
8372,1070.0
8373,82.0
8374,151.0
8375,1759.0
8376,2928.0
8377,637.0
8378,491.0
8380,2045.0
8381,1788.0
8383,199.0
8384,2087.0
8385,66.0
8386,125872.0
8388,114.0
8389,546.0
8390,219.0
8391,702.0
8392,75.0
8393,
8394,4447.0
8395,1431.0
8396,1113.0
8397,1829.0
8398,282.0
8399,12649.0
8400,1058.0
8402,1049.0
8403,645.0
8404,277.0
8405,111.0
8406,5602.0
8407,49.0
8408,126.0
8410,277.0
8412,10500.0
8413,248.0
8414,252.0
8415,221.0
8416,1210.0
8418,929.0
8419,139.0
8420,2581.0
8422,20233.0
8423,1146.0
8424,1903.0
8425,1216.0
8426,98.0
8427,832.0
8428,103.0
8429,449.0
8430,77.0
8431,134.0
8433,6835.0
8434,264.0
8436,680.0
8437,277.0
8438,514.0
8439,388.0
8440,918.0
8442,187.0
8443,65.0
8444,163.0
8445,294.0
8446,184.0
8447,79.0
8448,231.0
8449,146.0
8450,116.0
8452,232.0
8453,43.0
8454,464.0
8455,939.0
8457,234.0
8459,442.0
8461,3931.0
8463,1151.0
8465,156.0
8466,170.0
8467,4506.0
8469,2571.0
8470,47707.0
8471,1133.0
8472,109.0
8473,124.0
8474,482.0
8475,372.0
8476,207.0
8477,
8479,710.0
8480,1124.0
8481,1695.0
8482,219.0
8483,1991.0
8485,259.0
8486,64.0
8487,158.0
8488,748.0
8489,62209.0
8490,1439.0
8491,86.0
8492,1665.0
8494,136.0
8495,1095.0
8496,363.0
8497,2457.0
8498,773.0
8500,78.0
8501,5437.0
8502,1042.0
8503,72.0
8504,2328.0
8505,1329.0
8506,
8507,1453.0
8508,156.0
8509,
8511,279.0
8512,218.0
8513,1812.0
8515,112.0
8516,319.0
8517,497.0
8519,210.0
8520,4996.0
8521,127473.0
8522,281.0
8523,1450.0
8524,741.0
8525,1010.0
8526,387.0
8527,220.0
8528,746.0
8529,6161.0
8530,158.0
8531,6822.0
8532,1192.0
8534,112.0
8535,1214.0
8537,130.0
8538,71.0
8541,980.0
8542,30.0
8543,11.0
8544,57.0
8545,220.0
8546,235.0
8547,4372.0
8548,1131.0
8549,680.0
8550,1364.0
8551,592.0
8552,25.0
8553,686.0
8555,8172.0
8556,1857.0
8558,185.0
8559,778.0
8560,163.0
8562,368.0
8563,95.0
8564,
8565,176.0
8566,718.0
8567,187.0
8568,382368.0
8570,397.0
8573,53.0
8574,153.0
8575,781.0
8576,551.0
8577,130.0
8578,12301.0
8579,162.0
8580,170.0
8581,136.0
8583,1417.0
8585,90.0
12576,
18283,
8587,852.0
8588,2033.0
8589,8477.0
8590,193.0
8591,157.0
8595,324.0
8597,21684.0
8598,1340.0
8600,1190.0
8604,3165.0
8605,723.0
8606,675.0
8607,1307.0
8608,3409.0
8609,599.0
8616,5955.0
8617,500.0
8618,4349.0
8619,13561.0
8620,264.0
8623,120.0
8624,47.0
8626,838.0
8628,255.0
8629,81.0
8631,58067.0
8632,294.0
8633,2643.0
8634,197.0
8635,1211.0
8638,642.0
8639,836.0
8640,162.0
8643,965.0
8644,1521.0
8647,611.0
8648,612.0
8649,2558.0
8650,763.0
8651,90.0
8652,
8654,813.0
8655,9108.0
8656,441.0
8657,608.0
8659,2010.0
8660,3938.0
8662,1856.0
8663,
8667,
8670,875.0
8671,1181.0
8672,1181.0
8674,1388.0
8675,1152.0
8679,4452.0
8680,170.0
8681,
8682,7304.0
8683,
8684,720.0
8685,40640.0
8686,841.0
8692,4531.0
8693,3815.0
8694,749.0
8695,2237.0
8696,6402.0
8697,16218.0
8698,2764.0
8699,5338.0
8702,786.0
8704,252.0
8705,515.0
8706,2191.0
8708,26.0
8709,1413.0
8711,2554.0
8713,1595.0
8714,135.0
8717,
8718,2062.0
8720,2498.0
8722,18082.0
8723,319.0
8724,962.0
8725,264.0
8727,113.0
8729,
8730,2169.0
8734,924.0
8737,7423.0
8739,2658.0
8740,29951.0
8741,524.0
8742,444.0
8744,16325.0
8746,217.0
8748,25527.0
8749,8408.0
8750,401.0
8752,486.0
8753,2445.0
8754,376.0
8756,323.0
8758,14028.0
8759,360.0
8760,531.0
8762,909.0
8764,382.0
8767,4217.0
8768,2163.0
8770,1188.0
8771,4312.0
8772,1419.0
8773,742.0
8774,615.0
8775,2343.0
8777,1745.0
8778,8340.0
8779,2672.0
8780,945.0
8781,4456.0
8782,410.0
8786,28757.0
8789,2395.0
8793,777.0
8795,3206.0
8798,31577.0
8799,2311.0
8802,405.0
8803,365.0
8804,24757.0
8806,717.0
8807,2715.0
8808,1181.0
8809,458.0
8810,2231.0
8812,1506.0
8813,2203.0
8814,
8817,376.0
8819,649.0
8820,1009.0
8822,8082.0
8825,3442.0
8826,10505.0
8827,5539.0
8828,1813.0
8830,6699.0
8831,
8832,1670.0
8833,2168.0
8834,1365.0
8835,226.0
8836,7993.0
8837,713.0
8838,2467.0
8841,1461.0
8843,747.0
8849,222.0
8851,19591.0
8853,1255.0
8855,3039.0
8857,634.0
8860,10024.0
8863,9011.0
8865,401.0
8868,
8869,792.0
8871,574.0
8873,6188.0
8875,6845.0
8876,3285.0
8877,
8878,863.0
8879,299.0
8880,6895.0
8881,2477.0
8882,9117.0
8883,947.0
8884,1615.0
8885,17741.0
8886,236.0
8887,912.0
8888,855.0
8890,15273.0
8891,28015.0
8894,1204.0
8896,7489.0
8897,225.0
8898,1599.0
8901,57265.0
8902,1327.0
8903,1530.0
8904,25024.0
8905,3459.0
8906,8553.0
8907,
8912,869.0
8913,751.0
8915,1456.0
8917,6903.0
8919,1732.0
8921,533.0
8925,834.0
8928,745.0
8929,3255.0
8931,6329.0
8932,4698.0
8933,3193.0
8937,21688.0
8938,605.0
8939,134.0
8941,31364.0
