avgmaxtmp,avgmintmp,avgtmp,Geography,precipitation
92.27272727,31.90909091,62.72727273,"Perryville city, Arkansas",3.781818182
88.27272727,32.72727273,60.36363636,"Piggott city, Arkansas",3.227272727
89.54545455,29.09090909,60.18181818,"Pindall town, Arkansas",3.563636364
92.45454545,37.09090909,64.63636364,"Pine Bluff city, Arkansas",3.818181818
91.63636364,30.54545455,60.90909091,"Pineville town, Arkansas",2.309090909
92.27272727,31.90909091,62.72727273,"Plainview city, Arkansas",3.781818182
90.90909091,32.72727273,62.27272727,"Pleasant Plains town, Arkansas",3.790909091
90.90909091,41.18181818,65.54545455,"Plumerville city, Arkansas",1.054545455
89.63636364,33.81818182,61.81818182,"Pocahontas city, Arkansas",2.881818182
88.27272727,32.72727273,60.36363636,"Pollard city, Arkansas",3.227272727
89.63636364,33.81818182,61.81818182,"Portia town, Arkansas",2.881818182
94.63636364,36.27272727,66,"Portland city, Arkansas",3.6
92.27272727,31.90909091,62.72727273,"Pottsville city, Arkansas",3.781818182
89.63636364,33.81818182,61.81818182,"Powhatan town, Arkansas",2.881818182
92.09090909,37.36363636,65,"Poyen town, Arkansas",2.954545455
88.63636364,27.54545455,59.72727273,"Prairie Grove city, Arkansas",3.781818182
92.09090909,37.36363636,65,"Prattsville town, Arkansas",2.954545455
91.90909091,37.45454545,64,"Prescott city, Arkansas",2.281818182
89.54545455,29.09090909,60.18181818,"Pyatt town, Arkansas",3.563636364
89.63636364,34.09090909,61.90909091,"Quitman city, Arkansas",2.545454545
93.45454545,34.18181818,63.90909091,"Ratcliff city, Arkansas",4.236363636
89.63636364,33.81818182,61.81818182,"Ravenden town, Arkansas",2.881818182
89.63636364,33.81818182,61.81818182,"Ravenden Springs town, Arkansas",2.881818182
90.63636364,35,62.54545455,"Rector city, Arkansas",2.654545455
92.27272727,37.18181818,65,"Redfield city, Arkansas",4.463636364
94.63636364,36.27272727,66,"Reed town, Arkansas",3.6
89.63636364,33.81818182,61.81818182,"Reyno city, Arkansas",2.881818182
92.45454545,37.09090909,64.63636364,"Rison city, Arkansas",3.818181818
92.09090909,37.36363636,65,"Rockport city, Arkansas",2.954545455
91.45454545,37.45454545,64.45454545,"Roe town, Arkansas",3.081818182
88.54545455,30.27272727,60.27272727,"Rogers city, Arkansas",1.190909091
91.45454545,37.45454545,64.45454545,"Rondo town, Arkansas",3.081818182
89.63636364,34.09090909,61.90909091,"Rose Bud town, Arkansas",2.545454545
91.90909091,37.45454545,64,"Rosston town, Arkansas",2.281818182
93.45454545,34.18181818,63.90909091,"Rudy town, Arkansas",4.236363636
89.63636364,34.09090909,61.90909091,"Russell town, Arkansas",2.545454545
92.27272727,31.90909091,62.72727273,"Russellville city, Arkansas",3.781818182
90.90909091,32.72727273,62.27272727,"Salem city, Arkansas",3.790909091
91.63636364,30.54545455,60.90909091,"Salesville city, Arkansas",2.309090909
92.27272727,31.90909091,62.72727273,"Scranton city, Arkansas",3.781818182
89.63636364,34.09090909,61.90909091,"Searcy city, Arkansas",2.545454545
89.63636364,33.81818182,61.81818182,"Sedgwick town, Arkansas",2.881818182
92.27272727,37.18181818,65,"Shannon Hills city, Arkansas",4.463636364
92.45454545,37.09090909,64.63636364,"Sheridan city, Arkansas",3.818181818
92.45454545,37.09090909,64.63636364,"Sherrill town, Arkansas",3.818181818
90.90909091,41.18181818,65.54545455,"Sherwood city, Arkansas",1.054545455
91.63636364,30.54545455,60.90909091,"Shirley town, Arkansas",2.309090909
90.90909091,32.72727273,62.27272727,"Sidney town, Arkansas",3.790909091
89.63636364,28.90909091,60.36363636,"Siloam Springs city, Arkansas",2.745454545
92.45454545,33.72727273,64.90909091,"Smackover city, Arkansas",3.727272727
89.63636364,33.81818182,61.81818182,"Smithville town, Arkansas",2.881818182
89.54545455,29.09090909,60.18181818,"South Lead Hill town, Arkansas",3.563636364
91.90909091,37.45454545,64,"Sparkman city, Arkansas",2.281818182
88.63636364,27.54545455,59.72727273,"Springdale city, Arkansas",3.781818182
93.27272727,37.45454545,66.09090909,"Stamps city, Arkansas",4.027272727
92.45454545,37.09090909,64.63636364,"Star City city, Arkansas",3.818181818
92.45454545,33.72727273,64.90909091,"Stephens city, Arkansas",3.727272727
90.90909091,32.72727273,62.27272727,"Strawberry town, Arkansas",3.790909091
92.45454545,33.72727273,64.90909091,"Strong city, Arkansas",3.727272727
91.45454545,37.45454545,64.45454545,"Stuttgart city, Arkansas",3.081818182
92.27272727,31.90909091,62.72727273,"Subiaco town, Arkansas",3.781818182
89.63636364,33.81818182,61.81818182,"Success town, Arkansas",2.881818182
90.90909091,32.72727273,62.27272727,"Sulphur Rock town, Arkansas",3.790909091
92.45454545,37.09090909,64.63636364,"Sulphur Springs city, Arkansas",3.818181818
91.63636364,30.54545455,60.90909091,"Summit city, Arkansas",2.309090909
90.36363636,33.72727273,63.54545455,"Sunset town, Arkansas",3.427272727
90.27272727,34.45454545,62.09090909,"Swifton city, Arkansas",2.718181818
92.45454545,33.72727273,64.90909091,"Taylor city, Arkansas",3.727272727
93.27272727,37.45454545,66.09090909,"Texarkana city, Arkansas",4.027272727
92.45454545,37.09090909,64.63636364,"Thornton city, Arkansas",3.818181818
94.63636364,36.27272727,66,"Tillar city, Arkansas",3.6
94.63636364,36.27272727,66,"Tinsman town, Arkansas",3.6
93.27272727,37.45454545,66.09090909,"Tollette town, Arkansas",4.027272727
92.09090909,37.36363636,65,"Traskwood city, Arkansas",2.954545455
90.63636364,35,62.54545455,"Trumann city, Arkansas",2.654545455
90.27272727,34.45454545,62.09090909,"Tuckerman city, Arkansas",2.718181818
92.27272727,37.18181818,65,"Tull town, Arkansas",4.463636364
90.27272727,34.45454545,62.09090909,"Tupelo town, Arkansas",2.718181818
90.36363636,33.72727273,63.54545455,"Turrell city, Arkansas",3.427272727
92.54545455,35.27272727,64.27272727,"Twin Groves town, Arkansas",4.027272727
90.36363636,33.72727273,63.54545455,"Tyronza city, Arkansas",3.427272727
91.45454545,37.45454545,64.45454545,"Ulm town, Arkansas",3.081818182
89.54545455,29.09090909,60.18181818,"Valley Springs town, Arkansas",3.563636364
93.45454545,34.18181818,63.90909091,"Van Buren city, Arkansas",4.236363636
92.45454545,33.63636364,64.09090909,"Vandervoort town, Arkansas",3.054545455
90.18181818,33.18181818,62.90909091,"Victoria town, Arkansas",2.918181818
92.54545455,35.27272727,64.27272727,"Vilonia city, Arkansas",4.027272727
90,30.45454545,60.27272727,"Viola town, Arkansas",2.272727273
92.45454545,37.09090909,64.63636364,"Wabbaseka town, Arkansas",3.818181818
90.27272727,34.45454545,62.09090909,"Waldenburg town, Arkansas",2.718181818
92.45454545,33.72727273,64.90909091,"Waldo city, Arkansas",3.727272727
93.45454545,34.18181818,63.90909091,"Waldron city, Arkansas",4.236363636
89.63636364,33.81818182,61.81818182,"Walnut Ridge city, Arkansas",2.881818182
92.54545455,35.27272727,64.27272727,"Ward city, Arkansas",4.027272727
94.63636364,36.27272727,66,"Warren city, Arkansas",3.6
93.27272727,37.45454545,66.09090909,"Washington city, Arkansas",4.027272727
92.27272727,37,65.72727273,"Watson city, Arkansas",3.781818182
90.27272727,34.45454545,62.09090909,"Weiner city, Arkansas",2.718181818
90.27272727,34.45454545,62.09090909,"Weldon town, Arkansas",2.718181818
89.54545455,29.09090909,60.18181818,"Western Grove town, Arkansas",3.563636364
88.63636364,27.54545455,59.72727273,"West Fork city, Arkansas",3.781818182
90.36363636,33.72727273,63.54545455,"West Memphis city, Arkansas",3.427272727
89.63636364,34.09090909,61.90909091,"West Point town, Arkansas",2.545454545
91.45454545,37.45454545,64.45454545,"Wheatley city, Arkansas",3.081818182
91.90909091,37.45454545,64,"Whelen Springs town, Arkansas",2.281818182
92.45454545,37.09090909,64.63636364,"White Hall city, Arkansas",3.818181818
92.45454545,33.63636364,64.09090909,"Wickes town, Arkansas",3.054545455
90.36363636,33.72727273,63.54545455,"Widener town, Arkansas",3.427272727
93.45454545,34.18181818,63.90909091,"Wiederkehr Village city, Arkansas",4.236363636
89.63636364,33.81818182,61.81818182,"Williford town, Arkansas",2.881818182
93.27272727,37.45454545,66.09090909,"Willisville town, Arkansas",4.027272727
94.63636364,36.27272727,66,"Wilmar city, Arkansas",3.6
94.63636364,36.27272727,66,"Wilmot city, Arkansas",3.6
90.18181818,33.18181818,62.90909091,"Wilson city, Arkansas",2.918181818
93.27272727,37.45454545,66.09090909,"Wilton city, Arkansas",4.027272727
94.63636364,36.27272727,66,"Winchester town, Arkansas",3.6
88.63636364,27.54545455,59.72727273,"Winslow city, Arkansas",3.781818182
92.45454545,33.63636364,64.09090909,"Winthrop city, Arkansas",3.054545455
92.54545455,35.27272727,64.27272727,"Wooster town, Arkansas",4.027272727
92.27272727,37.18181818,65,"Wrightsville city, Arkansas",4.463636364
90.36363636,33.72727273,63.54545455,"Wynne city, Arkansas",3.427272727
91.63636364,30.54545455,60.90909091,"Yellville city, Arkansas",2.309090909
89.54545455,29.09090909,60.18181818,"Zinc town, Arkansas",3.563636364
100.6363636,43.36363636,66.27272727,"Adelanto city, California",0.909090909
99.54545455,43.90909091,65.81818182,"Agoura Hills city, California",1.090909091
87.72727273,40.27272727,57.36363636,"Alameda city, California",1.245454545
98.09090909,41.27272727,65.09090909,"Albany city, California",0.445454545
96.72727273,48.54545455,65.36363636,"Alhambra city, California",1.172727273
95.45454545,48.72727273,64.18181818,"Aliso Viejo city, California",0.672727273
84.72727273,13.54545455,48.63636364,"Alturas city, California",0.836363636
95.36363636,37.54545455,63.36363636,"Amador City city, California",0.954545455
92.27272727,31.27272727,56.72727273,"American Canyon city, California",1.227272727
99.45454545,46.18181818,65.36363636,"Anaheim city, California",0.7
98.27272727,36,64.54545455,"Anderson city, California",2
95.81818182,40.72727273,64.63636364,"Angels city, California",0.809090909
93.63636364,36.36363636,59.45454545,"Antioch city, California",1
100.6363636,43.36363636,66.27272727,"Apple Valley town, California",0.909090909
96.72727273,48.54545455,65.36363636,"Arcadia city, California",1.172727273
77.72727273,32.72727273,51.27272727,"Arcata city, California",2.936363636
97,37.90909091,58.63636364,"Arroyo Grande city, California",1.254545455
97.09090909,46.45454545,64,"Artesia city, California",0.909090909
98.18181818,42,67.36363636,"Arvin city, California",0.390909091
98,31,59.63636364,"Atascadero city, California",0.790909091
89.72727273,42.18181818,59.72727273,"Atherton town, California",0.963636364
95.45454545,36.72727273,63.36363636,"Atwater city, California",0.736363636
93,39.09090909,64.90909091,"Auburn city, California",1.227272727
91.54545455,45.54545455,61.45454545,"Avalon city, California",0.872727273
96.18181818,34.90909091,65.54545455,"Avenal city, California",0.336363636
99.45454545,46.18181818,65.36363636,"Azusa city, California",0.7
98.18181818,42,67.36363636,"Bakersfield city, California",0.390909091
99.45454545,46.18181818,65.36363636,"Baldwin Park city, California",0.7
99,36.54545455,64.09090909,"Banning city, California",0.536363636
99.63636364,39.45454545,69.63636364,"Barstow city, California",0.236363636
99,36.54545455,64.09090909,"Beaumont city, California",0.536363636
96.72727273,48.54545455,65.36363636,"Bell city, California",1.172727273
97.09090909,46.45454545,64,"Bellflower city, California",0.909090909
96.72727273,48.54545455,65.36363636,"Bell Gardens city, California",1.172727273
87.36363636,43,57.27272727,"Belmont city, California",1.3
87.36363636,43,57.27272727,"Belvedere city, California",1.3
93.45454545,39.90909091,60.72727273,"Benicia city, California",0.972727273
87.72727273,40.27272727,57.36363636,"Berkeley city, California",1.245454545
91.72727273,46.54545455,62.90909091,"Beverly Hills city, California",0.927272727
99,36.54545455,64.09090909,"Big Bear Lake city, California",0.536363636
94.45454545,39.45454545,64.36363636,"Biggs city, California",1.572727273
91.90909091,24.27272727,59.18181818,"Bishop city, California",0.527272727
77.90909091,33.09090909,50.90909091,"Blue Lake city, California",3.272727273
104.1818182,47.54545455,76.72727273,"Blythe city, California",0.236363636
99.45454545,46.18181818,65.36363636,"Bradbury city, California",0.7
105.4545455,46.27272727,75.81818182,"Brawley city, California",0.109090909
99.45454545,46.18181818,65.36363636,"Brea city, California",0.7
93.63636364,36.36363636,59.45454545,"Brentwood city, California",1
87.36363636,43,57.27272727,"Brisbane city, California",1.3
87.27272727,35.54545455,56.63636364,"Buellton city, California",0.127272727
99.45454545,46.18181818,65.36363636,"Buena Park city, California",0.7
99,44.72727273,65.27272727,"Burbank city, California",1.072727273
87.36363636,43,57.27272727,"Burlingame city, California",1.3
99.54545455,43.90909091,65.81818182,"Calabasas city, California",1.090909091
105.4545455,46.27272727,75.81818182,"Calexico city, California",0.109090909
95.63636364,30.54545455,63.81818182,"California City city, California",0.181818182
99,36.54545455,64.09090909,"Calimesa city, California",0.536363636
105.4545455,46.27272727,75.81818182,"Calipatria city, California",0.109090909
94.09090909,33.63636364,56.81818182,"Calistoga city, California",2.118181818
93.63636364,41.36363636,61.09090909,"Camarillo city, California",0.8
91.90909091,41.09090909,60.18181818,"Campbell city, California",0.927272727
99,36.54545455,64.09090909,"Canyon Lake city, California",0.536363636
91.72727273,36.90909091,56.09090909,"Capitola city, California",1.072727273
91.72727273,39.72727273,61.45454545,"Carlsbad city, California",0.8
87.18181818,39.72727273,56.18181818,"Carmel-by-the-Sea city, California",0.863636364
91.36363636,39.09090909,59.09090909,"Carpinteria city, California",1.290909091
97.09090909,46.45454545,64,"Carson city, California",0.909090909
105.1818182,49,77,"Cathedral City city, California",0.3
95.81818182,40.72727273,64.63636364,"Ceres city, California",0.809090909
99.45454545,46.18181818,65.36363636,"Cerritos city, California",0.7
94.45454545,39.45454545,64.36363636,"Chico city, California",1.572727273
101,39.72727273,64.45454545,"Chino city, California",0.627272727
101,39.72727273,64.45454545,"Chino Hills city, California",0.627272727
95.63636364,36.63636364,63.45454545,"Chowchilla city, California",0.754545455
95.45454545,43.90909091,62.90909091,"Chula Vista city, California",0.527272727
93.18181818,35.72727273,61.81818182,"Citrus Heights city, California",1.109090909
100.6363636,43.36363636,66.27272727,"Claremont city, California",0.909090909
93.45454545,39.90909091,60.72727273,"Clayton city, California",0.972727273
95.45454545,33.63636364,58.63636364,"Clearlake city, California",2.190909091
94.09090909,33.63636364,56.81818182,"Cloverdale city, California",2.118181818
96.18181818,41.45454545,66.09090909,"Clovis city, California",0.745454545
105.1818182,49,77,"Coachella city, California",0.3
96.18181818,34.90909091,65.54545455,"Coalinga city, California",0.336363636
79.81818182,28,53.27272727,"Colfax city, California",3.945454545
87.36363636,43,57.27272727,"Colma town, California",1.3
98.09090909,41.27272727,65.09090909,"Colton city, California",0.445454545
94.63636364,36,62.72727273,"Colusa city, California",1.281818182
96.72727273,48.54545455,65.36363636,"Commerce city, California",1.172727273
97.09090909,46.45454545,64,"Compton city, California",0.909090909
93.45454545,39.90909091,60.72727273,"Concord city, California",0.972727273
95.18181818,36,64.36363636,"Corcoran city, California",0.527272727
97.09090909,37.45454545,64.45454545,"Corning city, California",1.354545455
101,39.72727273,64.45454545,"Corona city, California",0.627272727
94.45454545,49.90909091,65.45454545,"Coronado city, California",0.572727273
87.36363636,43,57.27272727,"Corte Madera town, California",1.3
95.45454545,48.72727273,64.18181818,"Costa Mesa city, California",0.672727273
94.09090909,33.63636364,56.81818182,"Cotati city, California",2.118181818
99.45454545,46.18181818,65.36363636,"Covina city, California",0.7
73.18181818,36.36363636,51.81818182,"Crescent City city, California",3.918181818
96.72727273,48.54545455,65.36363636,"Cudahy city, California",1.172727273
91.72727273,46.54545455,62.90909091,"Culver City city, California",0.927272727
89.72727273,42.18181818,59.72727273,"Cupertino city, California",0.963636364
96.72727273,46.72727273,66.27272727,"Cypress city, California",0.709090909
87.36363636,43,57.27272727,"Daly City city, California",1.3
95.45454545,48.72727273,64.18181818,"Dana Point city, California",0.672727273
93.63636364,36.36363636,59.45454545,"Danville town, California",1
93.18181818,35.72727273,61.81818182,"Davis city, California",1.109090909
95.36363636,36.63636364,64.09090909,"Delano city, California",0.663636364
90.81818182,48.36363636,62.45454545,"Del Mar city, California",0.636363636
87.18181818,39.72727273,56.18181818,"Del Rey Oaks city, California",0.863636364
105.1818182,49,77,"Desert Hot Springs city, California",0.3
101,39.72727273,64.45454545,"Diamond Bar city, California",0.627272727
94.45454545,37.90909091,64.09090909,"Dinuba city, California",0.381818182
96.45454545,38,63.54545455,"Dixon city, California",1.490909091
81.18181818,16.45454545,47.90909091,"Dorris city, California",0.727272727
95.45454545,36.72727273,63.36363636,"Dos Palos city, California",0.736363636
97.09090909,46.45454545,64,"Downey city, California",0.909090909
99.45454545,46.18181818,65.36363636,"Duarte city, California",0.7
93.63636364,36.36363636,59.45454545,"Dublin city, California",1
85,24.54545455,51.27272727,"Dunsmuir city, California",2.518181818
89.72727273,42.18181818,59.72727273,"East Palo Alto city, California",0.963636364
99,36.54545455,64.09090909,"El Cajon city, California",0.536363636
105.4545455,46.27272727,75.81818182,"El Centro city, California",0.109090909
98.09090909,41.27272727,65.09090909,"El Cerrito city, California",0.445454545
93.27272727,37.72727273,61.36363636,"Elk Grove city, California",1.190909091
96.72727273,48.54545455,65.36363636,"El Monte city, California",1.172727273
91,48.36363636,63,"El Segundo city, California",0.854545455
87.72727273,40.27272727,57.36363636,"Emeryville city, California",1.245454545
90.81818182,48.36363636,62.45454545,"Encinitas city, California",0.636363636
95.81818182,40.72727273,64.63636364,"Escalon city, California",0.809090909
97.63636364,33,61.27272727,"Escondido city, California",1
88.09090909,21,52.90909091,"Etna city, California",0.736363636
77.72727273,32.72727273,51.27272727,"Eureka city, California",2.936363636
94.45454545,37.90909091,64.09090909,"Exeter city, California",0.381818182
98.09090909,41.27272727,65.09090909,"Fairfax town, California",0.445454545
96.45454545,38,63.54545455,"Fairfield city, California",1.490909091
94.45454545,37.90909091,64.09090909,"Farmersville city, California",0.381818182
77.72727273,32.72727273,51.27272727,"Ferndale city, California",2.936363636
93.63636364,41.36363636,61.09090909,"Fillmore city, California",0.8
95.63636364,36.63636364,63.45454545,"Firebaugh city, California",0.754545455
93.18181818,35.72727273,61.81818182,"Folsom city, California",1.109090909
100.6363636,43.36363636,66.27272727,"Fontana city, California",0.909090909
74.81818182,47.27272727,58.27272727,"Fort Bragg city, California",0.154545455
88.09090909,21,52.90909091,"Fort Jones city, California",0.736363636
77.72727273,32.72727273,51.27272727,"Fortuna city, California",2.936363636
87.36363636,43,57.27272727,"Foster City city, California",1.3
95.45454545,48.72727273,64.18181818,"Fountain Valley city, California",0.672727273
96.18181818,41.45454545,66.09090909,"Fowler city, California",0.745454545
91.09090909,42.18181818,58.27272727,"Fremont city, California",1.145454545
96.18181818,41.45454545,66.09090909,"Fresno city, California",0.745454545
99.45454545,46.18181818,65.36363636,"Fullerton city, California",0.7
93.27272727,37.72727273,61.36363636,"Galt city, California",1.190909091
93.72727273,50.09090909,65,"Gardena city, California",0.681818182
96.72727273,46.72727273,66.27272727,"Garden Grove city, California",0.709090909
91.72727273,36.90909091,56.09090909,"Gilroy city, California",1.072727273
99,44.72727273,65.27272727,"Glendale city, California",1.072727273
101,39.72727273,64.45454545,"Glendora city, California",0.627272727
91.36363636,39.09090909,59.09090909,"Goleta city, California",1.290909091
92.09090909,37,56.54545455,"Gonzales city, California",0.954545455
98.09090909,41.27272727,65.09090909,"Grand Terrace city, California",0.445454545
79.81818182,28,53.27272727,"Grass Valley city, California",3.945454545
92.09090909,37,56.54545455,"Greenfield city, California",0.954545455
94.45454545,39.45454545,64.36363636,"Gridley city, California",1.572727273
97,37.90909091,58.63636364,"Grover Beach city, California",1.254545455
95.63636364,36.18181818,57.27272727,"Guadalupe city, California",1.036363636
95.81818182,40.72727273,64.63636364,"Gustine city, California",0.809090909
87.36363636,43,57.27272727,"Half Moon Bay city, California",1.3
95.18181818,36,64.36363636,"Hanford city, California",0.527272727
96.72727273,46.72727273,66.27272727,"Hawaiian Gardens city, California",0.709090909
93.72727273,50.09090909,65,"Hawthorne city, California",0.681818182
91.09090909,42.18181818,58.27272727,"Hayward city, California",1.145454545
94.09090909,33.63636364,56.81818182,"Healdsburg city, California",2.118181818
99,36.54545455,64.09090909,"Hemet city, California",0.536363636
98.09090909,41.27272727,65.09090909,"Hercules city, California",0.445454545
91,48.36363636,63,"Hermosa Beach city, California",0.854545455
100.6363636,43.36363636,66.27272727,"Hesperia city, California",0.909090909
99.54545455,43.90909091,65.81818182,"Hidden Hills city, California",1.090909091
99,36.54545455,64.09090909,"Highland city, California",0.536363636
87.36363636,43,57.27272727,"Hillsborough town, California",1.3
92.09090909,37,56.54545455,"Hollister city, California",0.954545455
105.4545455,46.27272727,75.81818182,"Holtville city, California",0.109090909
95.81818182,40.72727273,64.63636364,"Hughson city, California",0.809090909
95.45454545,48.72727273,64.18181818,"Huntington Beach city, California",0.672727273
96.72727273,48.54545455,65.36363636,"Huntington Park city, California",1.172727273
96.18181818,34.90909091,65.54545455,"Huron city, California",0.336363636
105.4545455,46.27272727,75.81818182,"Imperial city, California",0.109090909
92.09090909,44.54545455,63.54545455,"Imperial Beach city, California",0.172727273
105.1818182,49,77,"Indian Wells city, California",0.3
105.1818182,49,77,"Indio city, California",0.3
99.45454545,46.18181818,65.36363636,"Industry city, California",0.7
93.72727273,50.09090909,65,"Inglewood city, California",0.681818182
95.36363636,37.54545455,63.36363636,"Ione city, California",0.954545455
95.45454545,48.72727273,64.18181818,"Irvine city, California",0.672727273
99.45454545,46.18181818,65.36363636,"Irwindale city, California",0.7
93,36.27272727,60.09090909,"Isleton city, California",1.6
95.36363636,37.54545455,63.36363636,"Jackson city, California",0.954545455
95.63636364,36.63636364,63.45454545,"Kerman city, California",0.754545455
98,31,59.63636364,"King City city, California",0.790909091
95.18181818,36,64.36363636,"Kingsburg city, California",0.527272727
99,44.72727273,65.27272727,"La Cañada Flintridge city, California",1.072727273
93.45454545,39.90909091,60.72727273,"Lafayette city, California",0.972727273
95.45454545,48.72727273,64.18181818,"Laguna Beach city, California",0.672727273
95.45454545,48.72727273,64.18181818,"Laguna Hills city, California",0.672727273
95.45454545,48.72727273,64.18181818,"Laguna Niguel city, California",0.672727273
95.45454545,48.72727273,64.18181818,"Laguna Woods city, California",0.672727273
99.45454545,46.18181818,65.36363636,"La Habra city, California",0.7
99.45454545,46.18181818,65.36363636,"La Habra Heights city, California",0.7
99,36.54545455,64.09090909,"Lake Elsinore city, California",0.536363636
95.45454545,48.72727273,64.18181818,"Lake Forest city, California",0.672727273
95.45454545,33.63636364,58.63636364,"Lakeport city, California",2.190909091
97.09090909,46.45454545,64,"Lakewood city, California",0.909090909
96.18181818,41.45454545,66.09090909,"La Mesa city, California",0.745454545
99.45454545,46.18181818,65.36363636,"La Mirada city, California",0.7
95.09090909,33.27272727,64,"Lancaster city, California",0.436363636
99.45454545,46.18181818,65.36363636,"La Palma city, California",0.7
99.45454545,46.18181818,65.36363636,"La Puente city, California",0.7
105.1818182,49,77,"La Quinta city, California",0.3
87.36363636,43,57.27272727,"Larkspur city, California",1.3
95.36363636,37.54545455,63.36363636,"Lathrop city, California",0.954545455
100.6363636,43.36363636,66.27272727,"La Verne city, California",0.909090909
93.72727273,50.09090909,65,"Lawndale city, California",0.681818182
96.18181818,41.45454545,66.09090909,"Lemon Grove city, California",0.745454545
96.18181818,34.90909091,65.54545455,"Lemoore city, California",0.336363636
93,39.09090909,64.90909091,"Lincoln city, California",1.227272727
95.36363636,36.63636364,64.09090909,"Lindsay city, California",0.663636364
91.72727273,36.90909091,56.09090909,"Live Oak city, California",1.072727273
93.63636364,36.36363636,59.45454545,"Livermore city, California",1
95.81818182,40.72727273,64.63636364,"Livingston city, California",0.809090909
95.36363636,37.54545455,63.36363636,"Lodi city, California",0.954545455
99,36.54545455,64.09090909,"Loma Linda city, California",0.536363636
97.09090909,46.45454545,64,"Lomita city, California",0.909090909
87.27272727,35.54545455,56.63636364,"Lompoc city, California",0.127272727
97.09090909,46.45454545,64,"Long Beach city, California",0.909090909
93,39.09090909,64.90909091,"Loomis town, California",1.227272727
96.72727273,46.72727273,66.27272727,"Los Alamitos city, California",0.709090909
89.72727273,42.18181818,59.72727273,"Los Altos city, California",0.963636364
89.72727273,42.18181818,59.72727273,"Los Altos Hills town, California",0.963636364
96.72727273,48.54545455,65.36363636,"Los Angeles city, California",1.172727273
95.45454545,36.72727273,63.36363636,"Los Banos city, California",0.736363636
91.90909091,41.09090909,60.18181818,"Los Gatos town, California",0.927272727
78.81818182,10.09090909,44.72727273,"Loyalton city, California",1.263636364
97.09090909,46.45454545,64,"Lynwood city, California",0.909090909
98.18181818,42,67.36363636,"McFarland city, California",0.390909091
95.63636364,36.63636364,63.45454545,"Madera city, California",0.754545455
91.72727273,46.54545455,62.90909091,"Malibu city, California",0.927272727
91.90909091,24.27272727,59.18181818,"Mammoth Lakes town, California",0.527272727
91,48.36363636,63,"Manhattan Beach city, California",0.854545455
95.36363636,37.54545455,63.36363636,"Manteca city, California",0.954545455
98.18181818,42,67.36363636,"Maricopa city, California",0.390909091
87.18181818,39.72727273,56.18181818,"Marina city, California",0.863636364
93.45454545,39.90909091,60.72727273,"Martinez city, California",0.972727273
94.63636364,36,62.72727273,"Marysville city, California",1.281818182
96.72727273,48.54545455,65.36363636,"Maywood city, California",1.172727273
95.63636364,36.63636364,63.45454545,"Mendota city, California",0.754545455
99,36.54545455,64.09090909,"Menifee city, California",0.536363636
89.72727273,42.18181818,59.72727273,"Menlo Park city, California",0.963636364
95.45454545,36.72727273,63.36363636,"Merced city, California",0.736363636
87.36363636,43,57.27272727,"Millbrae city, California",1.3
87.36363636,43,57.27272727,"Mill Valley city, California",1.3
91.90909091,41.09090909,60.18181818,"Milpitas city, California",0.927272727
95.45454545,48.72727273,64.18181818,"Mission Viejo city, California",0.672727273
95.81818182,40.72727273,64.63636364,"Modesto city, California",0.809090909
99.45454545,46.18181818,65.36363636,"Monrovia city, California",0.7
88.09090909,21,52.90909091,"Montague city, California",0.736363636
101,39.72727273,64.45454545,"Montclair city, California",0.627272727
96.72727273,48.54545455,65.36363636,"Montebello city, California",1.172727273
87.18181818,39.72727273,56.18181818,"Monterey city, California",0.863636364
96.72727273,48.54545455,65.36363636,"Monterey Park city, California",1.172727273
91.90909091,41.09090909,60.18181818,"Monte Sereno city, California",0.927272727
93.63636364,41.36363636,61.09090909,"Moorpark city, California",0.8
87.72727273,40.27272727,57.36363636,"Moraga town, California",1.245454545
99,36.54545455,64.09090909,"Moreno Valley city, California",0.536363636
91.72727273,36.90909091,56.09090909,"Morgan Hill city, California",1.072727273
97,37.90909091,58.63636364,"Morro Bay city, California",1.254545455
89.72727273,42.18181818,59.72727273,"Mountain View city, California",0.963636364
85,24.54545455,51.27272727,"Mount Shasta city, California",2.518181818
99,36.54545455,64.09090909,"Murrieta city, California",0.536363636
92.27272727,31.27272727,56.72727273,"Napa city, California",1.227272727
91.09090909,50.36363636,63.63636364,"National City city, California",0.636363636
104.6363636,50.27272727,77.81818182,"Needles city, California",0.2
79.81818182,28,53.27272727,"Nevada City city, California",3.945454545
91.09090909,42.18181818,58.27272727,"Newark city, California",1.145454545
95.81818182,40.72727273,64.63636364,"Newman city, California",0.809090909
95.45454545,48.72727273,64.18181818,"Newport Beach city, California",0.672727273
101,39.72727273,64.45454545,"Norco city, California",0.627272727
99.45454545,46.18181818,65.36363636,"Norwalk city, California",0.7
94.09090909,33.63636364,56.81818182,"Novato city, California",2.118181818
95.81818182,40.72727273,64.63636364,"Oakdale city, California",0.809090909
87.72727273,40.27272727,57.36363636,"Oakland city, California",1.245454545
93.63636364,36.36363636,59.45454545,"Oakley city, California",1
91.72727273,39.72727273,61.45454545,"Oceanside city, California",0.8
90.63636364,43.90909091,60,"Ojai city, California",0.936363636
100.6363636,43.36363636,66.27272727,"Ontario city, California",0.909090909
95.45454545,48.72727273,64.18181818,"Orange city, California",0.672727273
94.45454545,37.90909091,64.09090909,"Orange Cove city, California",0.381818182
