id,Geography,stateAbbr,stateFullName
4615,"La Paz, Indiana",IN, Indiana
4616,"Lapel, Indiana",IN, Indiana
4617,"La Porte, Indiana",IN, Indiana
4618,"Larwill, Indiana",IN, Indiana
4619,"Laurel, Indiana",IN, Indiana
4620,"Lawrence, Indiana",IN, Indiana
4621,"Lawrenceburg, Indiana",IN, Indiana
4622,"Leavenworth, Indiana",IN, Indiana
4623,"Lebanon, Indiana",IN, Indiana
4624,"Leesburg, Indiana",IN, Indiana
4625,"Leo-Cedarville, Indiana",IN, Indiana
4626,"Lewisville, Indiana",IN, Indiana
4627,"Liberty, Indiana",IN, Indiana
4628,"Ligonier, Indiana",IN, Indiana
4629,"Linden, Indiana",IN, Indiana
4630,"Linton, Indiana",IN, Indiana
4631,"Little York, Indiana",IN, Indiana
4632,"Livonia, Indiana",IN, Indiana
4633,"Lizton, Indiana",IN, Indiana
4634,"Logansport, Indiana",IN, Indiana
4635,"Long Beach, Indiana",IN, Indiana
4636,"Loogootee, Indiana",IN, Indiana
4637,"Losantville, Indiana",IN, Indiana
4638,"Lowell, Indiana",IN, Indiana
4639,"Lynn, Indiana",IN, Indiana
4640,"Lynnville, Indiana",IN, Indiana
4641,"Lyons, Indiana",IN, Indiana
4642,"McCordsville, Indiana",IN, Indiana
4643,"Mackey, Indiana",IN, Indiana
4644,"Macy, Indiana",IN, Indiana
4645,"Madison, Indiana",IN, Indiana
4646,"Marengo, Indiana",IN, Indiana
4647,"Marion, Indiana",IN, Indiana
4648,"Markle, Indiana",IN, Indiana
4649,"Markleville, Indiana",IN, Indiana
4650,"Marshall, Indiana",IN, Indiana
4651,"Martinsville, Indiana",IN, Indiana
4652,"Matthews, Indiana",IN, Indiana
4653,"Mauckport, Indiana",IN, Indiana
4654,"Mecca, Indiana",IN, Indiana
4655,"Medaryville, Indiana",IN, Indiana
4656,"Medora, Indiana",IN, Indiana
4657,"Mellott, Indiana",IN, Indiana
4658,"Mentone, Indiana",IN, Indiana
4659,"Meridian Hills, Indiana",IN, Indiana
4660,"Merom, Indiana",IN, Indiana
4661,"Merrillville, Indiana",IN, Indiana
4662,"Michiana Shores, Indiana",IN, Indiana
4663,"Michigan City, Indiana",IN, Indiana
4664,"Middlebury, Indiana",IN, Indiana
4665,"Milan, Indiana",IN, Indiana
4666,"Milford, Indiana",IN, Indiana
4667,"Millersburg, Indiana",IN, Indiana
4668,"Millhousen, Indiana",IN, Indiana
4669,"Milton, Indiana",IN, Indiana
4670,"Mishawaka, Indiana",IN, Indiana
4671,"Mitchell, Indiana",IN, Indiana
4672,"Modoc, Indiana",IN, Indiana
4673,"Monon, Indiana",IN, Indiana
4674,"Monroe, Indiana",IN, Indiana
4675,"Monroe City, Indiana",IN, Indiana
4676,"Monroeville, Indiana",IN, Indiana
4677,"Monrovia, Indiana",IN, Indiana
4678,"Monterey, Indiana",IN, Indiana
4679,"Montezuma, Indiana",IN, Indiana
4680,"Montgomery, Indiana",IN, Indiana
4681,"Monticello, Indiana",IN, Indiana
4682,"Montpelier, Indiana",IN, Indiana
4683,"Mooreland, Indiana",IN, Indiana
4684,"Moores Hill, Indiana",IN, Indiana
4685,"Mooresville, Indiana",IN, Indiana
4686,"Morocco, Indiana",IN, Indiana
4687,"Mount Auburn, Indiana",IN, Indiana
4688,"Mount Ayr, Indiana",IN, Indiana
4689,"Mount Carmel, Indiana",IN, Indiana
4690,"Mount Etna, Indiana",IN, Indiana
4691,"Mount Summit, Indiana",IN, Indiana
4692,"Mount Vernon, Indiana",IN, Indiana
4693,"Mulberry, Indiana",IN, Indiana
4694,"Muncie, Indiana",IN, Indiana
4695,"Munster, Indiana",IN, Indiana
4696,"Napoleon, Indiana",IN, Indiana
4697,"Nappanee, Indiana",IN, Indiana
4698,"Nashville, Indiana",IN, Indiana
4699,"New Albany, Indiana",IN, Indiana
4700,"New Amsterdam, Indiana",IN, Indiana
4701,"Newberry, Indiana",IN, Indiana
4702,"Newburgh, Indiana",IN, Indiana
4703,"New Carlisle, Indiana",IN, Indiana
4704,"New Castle, Indiana",IN, Indiana
4705,"New Chicago, Indiana",IN, Indiana
4706,"New Harmony, Indiana",IN, Indiana
4707,"New Haven, Indiana",IN, Indiana
4708,"New Market, Indiana",IN, Indiana
4709,"New Palestine, Indiana",IN, Indiana
4710,"New Pekin, Indiana",IN, Indiana
4711,"New Point, Indiana",IN, Indiana
4712,"Newport, Indiana",IN, Indiana
4713,"New Richmond, Indiana",IN, Indiana
4714,"New Ross, Indiana",IN, Indiana
4715,"New Whiteland, Indiana",IN, Indiana
4716,"Noblesville, Indiana",IN, Indiana
4717,"North Crows Nest, Indiana",IN, Indiana
4718,"North Judson, Indiana",IN, Indiana
4719,"North Liberty, Indiana",IN, Indiana
4720,"North Manchester, Indiana",IN, Indiana
4721,"North Salem, Indiana",IN, Indiana
4722,"North Vernon, Indiana",IN, Indiana
4723,"North Webster, Indiana",IN, Indiana
4724,"Oakland City, Indiana",IN, Indiana
4725,"Odon, Indiana",IN, Indiana
4726,"Ogden Dunes, Indiana",IN, Indiana
4727,"Oldenburg, Indiana",IN, Indiana
4728,"Onward, Indiana",IN, Indiana
4729,"Oolitic, Indiana",IN, Indiana
4730,"Orestes, Indiana",IN, Indiana
4731,"Orland, Indiana",IN, Indiana
4732,"Orleans, Indiana",IN, Indiana
4733,"Osceola, Indiana",IN, Indiana
4734,"Osgood, Indiana",IN, Indiana
4735,"Ossian, Indiana",IN, Indiana
4736,"Otterbein, Indiana",IN, Indiana
4737,"Owensville, Indiana",IN, Indiana
4738,"Oxford, Indiana",IN, Indiana
4739,"Palmyra, Indiana",IN, Indiana
4740,"Paoli, Indiana",IN, Indiana
4741,"Paragon, Indiana",IN, Indiana
4742,"Parker City, Indiana",IN, Indiana
4743,"Patoka, Indiana",IN, Indiana
4744,"Patriot, Indiana",IN, Indiana
4745,"Pendleton, Indiana",IN, Indiana
4746,"Pennville, Indiana",IN, Indiana
4747,"Perrysville, Indiana",IN, Indiana
4748,"Peru, Indiana",IN, Indiana
4749,"Petersburg, Indiana",IN, Indiana
4750,"Pierceton, Indiana",IN, Indiana
4751,"Pine Village, Indiana",IN, Indiana
4752,"Pittsboro, Indiana",IN, Indiana
4753,"Plainfield, Indiana",IN, Indiana
4754,"Plainville, Indiana",IN, Indiana
4755,"Plymouth, Indiana",IN, Indiana
4756,"Poneto, Indiana",IN, Indiana
4757,"Portage, Indiana",IN, Indiana
4758,"Porter, Indiana",IN, Indiana
4759,"Portland, Indiana",IN, Indiana
4760,"Poseyville, Indiana",IN, Indiana
4761,"Pottawattamie Park, Indiana",IN, Indiana
4762,"Princes Lakes, Indiana",IN, Indiana
4763,"Princeton, Indiana",IN, Indiana
4764,"Redkey, Indiana",IN, Indiana
4765,"Remington, Indiana",IN, Indiana
4766,"Rensselaer, Indiana",IN, Indiana
4767,"Reynolds, Indiana",IN, Indiana
4768,"Richland, Indiana",IN, Indiana
4769,"Richmond, Indiana",IN, Indiana
4770,"Ridgeville, Indiana",IN, Indiana
4771,"Riley, Indiana",IN, Indiana
4772,"Rising Sun, Indiana",IN, Indiana
4773,"Roachdale, Indiana",IN, Indiana
4774,"Roann, Indiana",IN, Indiana
4775,"Roanoke, Indiana",IN, Indiana
4776,"Rochester, Indiana",IN, Indiana
4777,"Rockport, Indiana",IN, Indiana
4778,"Rockville, Indiana",IN, Indiana
4779,"Rocky Ripple, Indiana",IN, Indiana
4780,"Rome City, Indiana",IN, Indiana
4781,"Rosedale, Indiana",IN, Indiana
4782,"Roseland, Indiana",IN, Indiana
4783,"Rossville, Indiana",IN, Indiana
4784,"Royal Center, Indiana",IN, Indiana
4785,"Rushville, Indiana",IN, Indiana
4786,"Russellville, Indiana",IN, Indiana
4787,"Russiaville, Indiana",IN, Indiana
4788,"Salamonia, Indiana",IN, Indiana
4789,"Salem, Indiana",IN, Indiana
4790,"Saltillo, Indiana",IN, Indiana
4791,"Sandborn, Indiana",IN, Indiana
4792,"Santa Claus, Indiana",IN, Indiana
4793,"Saratoga, Indiana",IN, Indiana
4794,"Schererville, Indiana",IN, Indiana
4795,"Schneider, Indiana",IN, Indiana
4796,"Scottsburg, Indiana",IN, Indiana
4797,"Seelyville, Indiana",IN, Indiana
4798,"Sellersburg, Indiana",IN, Indiana
4799,"Selma, Indiana",IN, Indiana
4800,"Seymour, Indiana",IN, Indiana
4801,"Shadeland, Indiana",IN, Indiana
4802,"Shamrock Lakes, Indiana",IN, Indiana
4803,"Sharpsville, Indiana",IN, Indiana
4804,"Shelburn, Indiana",IN, Indiana
4805,"Shelbyville, Indiana",IN, Indiana
4806,"Sheridan, Indiana",IN, Indiana
4807,"Shipshewana, Indiana",IN, Indiana
4808,"Shirley, Indiana",IN, Indiana
4809,"Shoals, Indiana",IN, Indiana
4810,"Sidney, Indiana",IN, Indiana
4811,"Silver Lake, Indiana",IN, Indiana
4812,"Somerville, Indiana",IN, Indiana
4813,"South Bend, Indiana",IN, Indiana
4814,"Southport, Indiana",IN, Indiana
4815,"South Whitley, Indiana",IN, Indiana
4816,"Speedway, Indiana",IN, Indiana
4817,"Spencer, Indiana",IN, Indiana
4818,"Spiceland, Indiana",IN, Indiana
4819,"Spring Grove, Indiana",IN, Indiana
4820,"Spring Lake, Indiana",IN, Indiana
4821,"Springport, Indiana",IN, Indiana
4822,"Spurgeon, Indiana",IN, Indiana
4823,"State Line City, Indiana",IN, Indiana
4824,"Staunton, Indiana",IN, Indiana
4825,"Stilesville, Indiana",IN, Indiana
4826,"Stinesville, Indiana",IN, Indiana
4827,"Straughn, Indiana",IN, Indiana
4828,"Sullivan, Indiana",IN, Indiana
4829,"Sulphur Springs, Indiana",IN, Indiana
4830,"Summitville, Indiana",IN, Indiana
4831,"Sunman, Indiana",IN, Indiana
4832,"Swayzee, Indiana",IN, Indiana
4833,"Sweetser, Indiana",IN, Indiana
4834,"Switz City, Indiana",IN, Indiana
4835,"Syracuse, Indiana",IN, Indiana
4836,"Tell City, Indiana",IN, Indiana
4837,"Tennyson, Indiana",IN, Indiana
4838,"Terre Haute, Indiana",IN, Indiana
4839,"Tipton, Indiana",IN, Indiana
4840,"Topeka, Indiana",IN, Indiana
4841,"Town of Pines, Indiana",IN, Indiana
4842,"Trafalgar, Indiana",IN, Indiana
4843,"Trail Creek, Indiana",IN, Indiana
4844,"Troy, Indiana",IN, Indiana
4845,"Ulen, Indiana",IN, Indiana
4846,"Union City, Indiana",IN, Indiana
4847,"Uniondale, Indiana",IN, Indiana
4848,"Universal, Indiana",IN, Indiana
4849,"Upland, Indiana",IN, Indiana
4850,"Utica, Indiana",IN, Indiana
4851,"Valparaiso, Indiana",IN, Indiana
4852,"Van Buren, Indiana",IN, Indiana
4853,"Veedersburg, Indiana",IN, Indiana
4854,"Vera Cruz, Indiana",IN, Indiana
4855,"Vernon, Indiana",IN, Indiana
4856,"Versailles, Indiana",IN, Indiana
4857,"Vevay, Indiana",IN, Indiana
4858,"Vincennes, Indiana",IN, Indiana
4859,"Wabash, Indiana",IN, Indiana
4860,"Wakarusa, Indiana",IN, Indiana
4861,"Walkerton, Indiana",IN, Indiana
4862,"Wallace, Indiana",IN, Indiana
4863,"Walton, Indiana",IN, Indiana
4864,"Wanatah, Indiana",IN, Indiana
4865,"Warren, Indiana",IN, Indiana
4866,"Warren Park, Indiana",IN, Indiana
4867,"Warsaw, Indiana",IN, Indiana
4868,"Washington, Indiana",IN, Indiana
4869,"Waterloo, Indiana",IN, Indiana
4870,"Waveland, Indiana",IN, Indiana
4871,"West Baden Springs, Indiana",IN, Indiana
4872,"West College Corner, Indiana",IN, Indiana
4873,"Westfield, Indiana",IN, Indiana
4874,"West Lafayette, Indiana",IN, Indiana
4875,"West Lebanon, Indiana",IN, Indiana
4876,"Westport, Indiana",IN, Indiana
4877,"West Terre Haute, Indiana",IN, Indiana
4878,"Westville, Indiana",IN, Indiana
4879,"Wheatfield, Indiana",IN, Indiana
4880,"Wheatland, Indiana",IN, Indiana
4881,"Whiteland, Indiana",IN, Indiana
4882,"Whitewater, Indiana",IN, Indiana
4883,"Whiting, Indiana",IN, Indiana
4884,"Wilkinson, Indiana",IN, Indiana
4885,"Williams Creek, Indiana",IN, Indiana
4886,"Williamsport, Indiana",IN, Indiana
4887,"Winamac, Indiana",IN, Indiana
4888,"Winchester, Indiana",IN, Indiana
4889,"Windfall City, Indiana",IN, Indiana
4890,"Winfield, Indiana",IN, Indiana
4891,"Wingate, Indiana",IN, Indiana
4892,"Winona Lake, Indiana",IN, Indiana
4893,"Winslow, Indiana",IN, Indiana
4894,"Wolcott, Indiana",IN, Indiana
4895,"Wolcottville, Indiana",IN, Indiana
4896,"Woodburn, Indiana",IN, Indiana
4897,"Worthington, Indiana",IN, Indiana
4898,"Wynnedale, Indiana",IN, Indiana
4899,"Yeoman, Indiana",IN, Indiana
4900,"Zanesville, Indiana",IN, Indiana
4901,"Zionsville, Indiana",IN, Indiana
4902,"Ackley, Iowa",IA, Iowa
4903,"Ackworth, Iowa",IA, Iowa
4904,"Adair, Iowa",IA, Iowa
4905,"Adel, Iowa",IA, Iowa
4906,"Afton, Iowa",IA, Iowa
4907,"Agency, Iowa",IA, Iowa
4908,"Ainsworth, Iowa",IA, Iowa
4909,"Akron, Iowa",IA, Iowa
4910,"Albert City, Iowa",IA, Iowa
4911,"Albia, Iowa",IA, Iowa
4912,"Albion, Iowa",IA, Iowa
4913,"Alburnett, Iowa",IA, Iowa
4914,"Alden, Iowa",IA, Iowa
4915,"Alexander, Iowa",IA, Iowa
4916,"Algona, Iowa",IA, Iowa
4917,"Alleman, Iowa",IA, Iowa
4918,"Allerton, Iowa",IA, Iowa
4919,"Allison, Iowa",IA, Iowa
4920,"Alta, Iowa",IA, Iowa
4921,"Alta Vista, Iowa",IA, Iowa
4922,"Alton, Iowa",IA, Iowa
4923,"Altoona, Iowa",IA, Iowa
4924,"Alvord, Iowa",IA, Iowa
4925,"Ames, Iowa",IA, Iowa
4926,"Anamosa, Iowa",IA, Iowa
4927,"Andover, Iowa",IA, Iowa
4928,"Andrew, Iowa",IA, Iowa
4929,"Anita, Iowa",IA, Iowa
4930,"Ankeny, Iowa",IA, Iowa
4931,"Anthon, Iowa",IA, Iowa
4932,"Aplington, Iowa",IA, Iowa
4933,"Arcadia, Iowa",IA, Iowa
4934,"Archer, Iowa",IA, Iowa
4935,"Aredale, Iowa",IA, Iowa
4936,"Arion, Iowa",IA, Iowa
4937,"Arispe, Iowa",IA, Iowa
4938,"Arlington, Iowa",IA, Iowa
4939,"Armstrong, Iowa",IA, Iowa
4940,"Arnolds Park, Iowa",IA, Iowa
4941,"Arthur, Iowa",IA, Iowa
4942,"Asbury, Iowa",IA, Iowa
4943,"Ashton, Iowa",IA, Iowa
4944,"Aspinwall, Iowa",IA, Iowa
4945,"Atalissa, Iowa",IA, Iowa
4946,"Atkins, Iowa",IA, Iowa
4947,"Atlantic, Iowa",IA, Iowa
4948,"Auburn, Iowa",IA, Iowa
4949,"Audubon, Iowa",IA, Iowa
4950,"Aurelia, Iowa",IA, Iowa
4951,"Aurora, Iowa",IA, Iowa
4952,"Avoca, Iowa",IA, Iowa
4953,"Ayrshire, Iowa",IA, Iowa
4954,"Badger, Iowa",IA, Iowa
4955,"Bagley, Iowa",IA, Iowa
4956,"Baldwin, Iowa",IA, Iowa
4957,"Bancroft, Iowa",IA, Iowa
4958,"Bankston, Iowa",IA, Iowa
4959,"Barnes City, Iowa",IA, Iowa
4960,"Barnum, Iowa",IA, Iowa
4961,"Bassett, Iowa",IA, Iowa
4962,"Batavia, Iowa",IA, Iowa
4963,"Battle Creek, Iowa",IA, Iowa
4964,"Baxter, Iowa",IA, Iowa
4965,"Bayard, Iowa",IA, Iowa
4966,"Beacon, Iowa",IA, Iowa
4967,"Beaconsfield, Iowa",IA, Iowa
4968,"Beaman, Iowa",IA, Iowa
4969,"Beaver, Iowa",IA, Iowa
4970,"Bedford, Iowa",IA, Iowa
4971,"Belle Plaine, Iowa",IA, Iowa
4972,"Bellevue, Iowa",IA, Iowa
4973,"Belmond, Iowa",IA, Iowa
4974,"Bennett, Iowa",IA, Iowa
4975,"Benton, Iowa",IA, Iowa
4976,"Berkley, Iowa",IA, Iowa
4977,"Bernard, Iowa",IA, Iowa
4978,"Bertram, Iowa",IA, Iowa
4979,"Bettendorf, Iowa",IA, Iowa
4980,"Bevington, Iowa",IA, Iowa
4981,"Birmingham, Iowa",IA, Iowa
4982,"Blairsburg, Iowa",IA, Iowa
4983,"Blakesburg, Iowa",IA, Iowa
4984,"Blanchard, Iowa",IA, Iowa
4985,"Blencoe, Iowa",IA, Iowa
4986,"Blockton, Iowa",IA, Iowa
4987,"Bloomfield, Iowa",IA, Iowa
4988,"Blue Grass, Iowa",IA, Iowa
4989,"Bode, Iowa",IA, Iowa
4990,"Bonaparte, Iowa",IA, Iowa
4991,"Bondurant, Iowa",IA, Iowa
4992,"Boone, Iowa",IA, Iowa
4993,"Bouton, Iowa",IA, Iowa
4994,"Boxholm, Iowa",IA, Iowa
4995,"Boyden, Iowa",IA, Iowa
4996,"Braddyville, Iowa",IA, Iowa
4997,"Bradgate, Iowa",IA, Iowa
4998,"Brandon, Iowa",IA, Iowa
4999,"Brayton, Iowa",IA, Iowa
5000,"Breda, Iowa",IA, Iowa
5001,"Bridgewater, Iowa",IA, Iowa
5002,"Brighton, Iowa",IA, Iowa
5003,"Bristow, Iowa",IA, Iowa
5004,"Britt, Iowa",IA, Iowa
5005,"Bronson, Iowa",IA, Iowa
5006,"Brooklyn, Iowa",IA, Iowa
5007,"Brunsville, Iowa",IA, Iowa
5008,"Buckeye, Iowa",IA, Iowa
5009,"Buck Grove, Iowa",IA, Iowa
5010,"Buffalo, Iowa",IA, Iowa
5011,"Buffalo Center, Iowa",IA, Iowa
5012,"Burlington, Iowa",IA, Iowa
5013,"Burt, Iowa",IA, Iowa
5014,"Bussey, Iowa",IA, Iowa
5015,"Calamus, Iowa",IA, Iowa
5016,"Callender, Iowa",IA, Iowa
5017,"Calmar, Iowa",IA, Iowa
5018,"Calumet, Iowa",IA, Iowa
5019,"Camanche, Iowa",IA, Iowa
5020,"Cambridge, Iowa",IA, Iowa
5021,"Cantril, Iowa",IA, Iowa
5022,"Carbon, Iowa",IA, Iowa
5023,"Carlisle, Iowa",IA, Iowa
5024,"Carpenter, Iowa",IA, Iowa
5025,"Carroll, Iowa",IA, Iowa
5026,"Carson, Iowa",IA, Iowa
5027,"Carter Lake, Iowa",IA, Iowa
5028,"Cascade, Iowa",IA, Iowa
5029,"Casey, Iowa",IA, Iowa
5030,"Castalia, Iowa",IA, Iowa
5031,"Castana, Iowa",IA, Iowa
5032,"Cedar Falls, Iowa",IA, Iowa
5033,"Cedar Rapids, Iowa",IA, Iowa
5034,"Center Point, Iowa",IA, Iowa
5035,"Centerville, Iowa",IA, Iowa
5036,"Central City, Iowa",IA, Iowa
5037,"Centralia, Iowa",IA, Iowa
5038,"Chariton, Iowa",IA, Iowa
5039,"Charles City, Iowa",IA, Iowa
5040,"Charlotte, Iowa",IA, Iowa
5041,"Charter Oak, Iowa",IA, Iowa
5042,"Chatsworth, Iowa",IA, Iowa
5043,"Chelsea, Iowa",IA, Iowa
5044,"Cherokee, Iowa",IA, Iowa
5045,"Chester, Iowa",IA, Iowa
5046,"Chillicothe, Iowa",IA, Iowa
5047,"Churdan, Iowa",IA, Iowa
5048,"Cincinnati, Iowa",IA, Iowa
5049,"Clare, Iowa",IA, Iowa
5050,"Clarence, Iowa",IA, Iowa
5051,"Clarinda, Iowa",IA, Iowa
5052,"Clarion, Iowa",IA, Iowa
5053,"Clarksville, Iowa",IA, Iowa
5054,"Clayton, Iowa",IA, Iowa
5055,"Clearfield, Iowa",IA, Iowa
5056,"Clear Lake, Iowa",IA, Iowa
5057,"Cleghorn, Iowa",IA, Iowa
5058,"Clemons, Iowa",IA, Iowa
5059,"Clermont, Iowa",IA, Iowa
5060,"Clinton, Iowa",IA, Iowa
5061,"Clio, Iowa",IA, Iowa
5062,"Clive, Iowa",IA, Iowa
5063,"Clutier, Iowa",IA, Iowa
5064,"Coburg, Iowa",IA, Iowa
5065,"Coggon, Iowa",IA, Iowa
5066,"Coin, Iowa",IA, Iowa
5067,"Colesburg, Iowa",IA, Iowa
5068,"Colfax, Iowa",IA, Iowa
5069,"College Springs, Iowa",IA, Iowa
5070,"Collins, Iowa",IA, Iowa
5071,"Colo, Iowa",IA, Iowa
5072,"Columbus City, Iowa",IA, Iowa
5073,"Columbus Junction, Iowa",IA, Iowa
5074,"Colwell, Iowa",IA, Iowa
5075,"Conesville, Iowa",IA, Iowa
5076,"Conrad, Iowa",IA, Iowa
5077,"Conway, Iowa",IA, Iowa
5078,"Coon Rapids, Iowa",IA, Iowa
5079,"Coppock, Iowa",IA, Iowa
5080,"Coralville, Iowa",IA, Iowa
5081,"Corning, Iowa",IA, Iowa
5082,"Correctionville, Iowa",IA, Iowa
5083,"Corwith, Iowa",IA, Iowa
5084,"Corydon, Iowa",IA, Iowa
5085,"Cotter, Iowa",IA, Iowa
5086,"Coulter, Iowa",IA, Iowa
5087,"Council Bluffs, Iowa",IA, Iowa
5088,"Craig, Iowa",IA, Iowa
5089,"Crawfordsville, Iowa",IA, Iowa
5090,"Crescent, Iowa",IA, Iowa
5091,"Cresco, Iowa",IA, Iowa
5092,"Creston, Iowa",IA, Iowa
5093,"Cromwell, Iowa",IA, Iowa
5094,"Crystal Lake, Iowa",IA, Iowa
5095,"Cumberland, Iowa",IA, Iowa
5096,"Cumming, Iowa",IA, Iowa
5097,"Curlew, Iowa",IA, Iowa
5098,"Cushing, Iowa",IA, Iowa
5099,"Cylinder, Iowa",IA, Iowa
5100,"Dakota City, Iowa",IA, Iowa
5101,"Dallas Center, Iowa",IA, Iowa
5102,"Dana, Iowa",IA, Iowa
5103,"Danbury, Iowa",IA, Iowa
5104,"Danville, Iowa",IA, Iowa
5105,"Davenport, Iowa",IA, Iowa
5106,"Davis City, Iowa",IA, Iowa
5107,"Dawson, Iowa",IA, Iowa
5108,"Dayton, Iowa",IA, Iowa
5109,"Decatur City, Iowa",IA, Iowa
5110,"Decorah, Iowa",IA, Iowa
5111,"Dedham, Iowa",IA, Iowa
5112,"Deep River, Iowa",IA, Iowa
5113,"Defiance, Iowa",IA, Iowa
5114,"Delaware, Iowa",IA, Iowa
5115,"Delhi, Iowa",IA, Iowa
5116,"Delmar, Iowa",IA, Iowa
5117,"Deloit, Iowa",IA, Iowa
5118,"Delphos, Iowa",IA, Iowa
5119,"Delta, Iowa",IA, Iowa
5120,"Denison, Iowa",IA, Iowa
5121,"Denver, Iowa",IA, Iowa
5122,"Derby, Iowa",IA, Iowa
5123,"Des Moines, Iowa",IA, Iowa
5124,"De Soto, Iowa",IA, Iowa
5125,"De Witt, Iowa",IA, Iowa
5126,"Dexter, Iowa",IA, Iowa
5127,"Diagonal, Iowa",IA, Iowa
5128,"Dickens, Iowa",IA, Iowa
5129,"Dike, Iowa",IA, Iowa
5130,"Dixon, Iowa",IA, Iowa
5131,"Dolliver, Iowa",IA, Iowa
5132,"Donahue, Iowa",IA, Iowa
5133,"Donnellson, Iowa",IA, Iowa
5134,"Doon, Iowa",IA, Iowa
5135,"Dougherty, Iowa",IA, Iowa
5136,"Dow City, Iowa",IA, Iowa
5137,"Dows, Iowa",IA, Iowa
5138,"Drakesville, Iowa",IA, Iowa
5139,"Dubuque, Iowa",IA, Iowa
5140,"Dumont, Iowa",IA, Iowa
5141,"Duncombe, Iowa",IA, Iowa
5142,"Dundee, Iowa",IA, Iowa
5143,"Dunkerton, Iowa",IA, Iowa
5144,"Dunlap, Iowa",IA, Iowa
5145,"Durango, Iowa",IA, Iowa
5146,"Durant, Iowa",IA, Iowa
5147,"Dyersville, Iowa",IA, Iowa
5148,"Dysart, Iowa",IA, Iowa
5149,"Eagle Grove, Iowa",IA, Iowa
5150,"Earlham, Iowa",IA, Iowa
5151,"Earling, Iowa",IA, Iowa
5152,"Earlville, Iowa",IA, Iowa
5153,"Early, Iowa",IA, Iowa
5154,"East Peru, Iowa",IA, Iowa
5155,"Eddyville, Iowa",IA, Iowa
5156,"Edgewood, Iowa",IA, Iowa
5157,"Elberon, Iowa",IA, Iowa
5158,"Eldon, Iowa",IA, Iowa
5159,"Eldora, Iowa",IA, Iowa
5160,"Eldridge, Iowa",IA, Iowa
5161,"Elgin, Iowa",IA, Iowa
5162,"Elkader, Iowa",IA, Iowa
5163,"Elkhart, Iowa",IA, Iowa
5164,"Elk Horn, Iowa",IA, Iowa
5165,"Elkport, Iowa",IA, Iowa
5166,"Elk Run Heights, Iowa",IA, Iowa
5167,"Elliott, Iowa",IA, Iowa
5168,"Ellston, Iowa",IA, Iowa
5169,"Ellsworth, Iowa",IA, Iowa
5170,"Elma, Iowa",IA, Iowa
5171,"Ely, Iowa",IA, Iowa
5172,"Emerson, Iowa",IA, Iowa
5173,"Emmetsburg, Iowa",IA, Iowa
5174,"Epworth, Iowa",IA, Iowa
5175,"Essex, Iowa",IA, Iowa
5176,"Estherville, Iowa",IA, Iowa
5177,"Evansdale, Iowa",IA, Iowa
5178,"Everly, Iowa",IA, Iowa
5179,"Exira, Iowa",IA, Iowa
5180,"Exline, Iowa",IA, Iowa
5181,"Fairbank, Iowa",IA, Iowa
5182,"Fairfax, Iowa",IA, Iowa
5183,"Fairfield, Iowa",IA, Iowa
5184,"Farley, Iowa",IA, Iowa
5185,"Farmersburg, Iowa",IA, Iowa
5186,"Farmington, Iowa",IA, Iowa
5187,"Farnhamville, Iowa",IA, Iowa
5188,"Farragut, Iowa",IA, Iowa
5189,"Fayette, Iowa",IA, Iowa
5190,"Fenton, Iowa",IA, Iowa
5191,"Ferguson, Iowa",IA, Iowa
5192,"Fertile, Iowa",IA, Iowa
5193,"Floris, Iowa",IA, Iowa
5194,"Floyd, Iowa",IA, Iowa
5195,"Fonda, Iowa",IA, Iowa
5196,"Fontanelle, Iowa",IA, Iowa
5197,"Forest City, Iowa",IA, Iowa
5198,"Fort Atkinson, Iowa",IA, Iowa
5199,"Fort Dodge, Iowa",IA, Iowa
5200,"Fort Madison, Iowa",IA, Iowa
5201,"Fostoria, Iowa",IA, Iowa
5202,"Franklin, Iowa",IA, Iowa
5203,"Fraser, Iowa",IA, Iowa
5204,"Fredericksburg, Iowa",IA, Iowa
5205,"Frederika, Iowa",IA, Iowa
5206,"Fredonia, Iowa",IA, Iowa
5207,"Fremont, Iowa",IA, Iowa
5208,"Fruitland, Iowa",IA, Iowa
5209,"Galt, Iowa",IA, Iowa
5210,"Galva, Iowa",IA, Iowa
5211,"Garber, Iowa",IA, Iowa
5212,"Garden Grove, Iowa",IA, Iowa
5213,"Garnavillo, Iowa",IA, Iowa
5214,"Garner, Iowa",IA, Iowa
5215,"Garrison, Iowa",IA, Iowa
5216,"Garwin, Iowa",IA, Iowa
5217,"Geneva, Iowa",IA, Iowa
5218,"George, Iowa",IA, Iowa
5219,"Gibson, Iowa",IA, Iowa
5220,"Gilbert, Iowa",IA, Iowa
5221,"Gilbertville, Iowa",IA, Iowa
5222,"Gillett Grove, Iowa",IA, Iowa
5223,"Gilman, Iowa",IA, Iowa
5224,"Gilmore City, Iowa",IA, Iowa
5225,"Gladbrook, Iowa",IA, Iowa
5226,"Glenwood, Iowa",IA, Iowa
5227,"Glidden, Iowa",IA, Iowa
5228,"Goldfield, Iowa",IA, Iowa
5229,"Goodell, Iowa",IA, Iowa
5230,"Goose Lake, Iowa",IA, Iowa
5231,"Gowrie, Iowa",IA, Iowa
5232,"Graettinger, Iowa",IA, Iowa
5233,"Graf, Iowa",IA, Iowa
5234,"Grafton, Iowa",IA, Iowa
5235,"Grand Junction, Iowa",IA, Iowa
